payment_id,order_id,gross_amount,fee,tax,net_amount,captured_at,method,currency,settlement_id,international,source_currency,fx_rate
pay_007511,ord_007512,811384.00,20284.60,3651.23,787448.17,2026-07-02T22:58:00+05:30,emi,INR,setl_007515,false,,
pay_002472,ord_002473,26637.00,239.73,43.15,26354.12,2026-07-28T07:36:00+05:30,debit_card,INR,setl_002477,false,,
pay_004901,ord_004902,194.00,3.88,0.70,189.42,2026-07-14T21:30:00+05:30,wallet,INR,setl_004905,false,,
pay_001104,ord_001105,286.00,1.14,0.21,284.65,2026-07-22T07:51:00+05:30,debit_card,INR,setl_001106,false,,
pay_001001,ord_001002,96179.00,1923.58,346.24,93909.18,2026-07-26T16:54:00+05:30,credit_card,INR,setl_001003,false,,
pay_002192,ord_002193,788.00,15.76,2.84,769.40,2026-07-11T23:45:00Z,credit_card,INR,setl_002194,false,,
pay_000072,ord_000073,9548.00,85.93,15.47,9446.60,2026-07-30T21:23:00+05:30,debit_card,INR,setl_000074,false,,
pay_000287,ord_000288,7723.00,154.46,27.80,7540.74,2026-07-31T12:11:00+05:30,credit_card,INR,setl_000289,false,,
pay_005208,ord_005209,271502.00,5430.04,977.41,265094.55,2026-07-31T07:29:00+05:30,credit_card,INR,setl_005210,false,,
pay_003176,ord_003177,2370.00,47.40,8.53,2314.07,2026-07-17T17:59:00+05:30,credit_card,INR,setl_003180,false,,
pay_006114,ord_006115,1797.00,35.94,6.47,1754.59,2026-07-08T20:59:00+05:30,wallet,INR,setl_006116,false,,
pay_003578,ord_003579,37840.00,718.96,129.41,36991.63,2026-07-21T11:39:00+05:30,netbanking,INR,setl_003580,false,,
pay_007450,ord_007451,4507.00,90.14,16.23,4400.63,2026-07-10T21:43:00+05:30,wallet,INR,setl_007452,false,,
pay_003093,ord_003094,106251.00,2125.02,382.50,103743.48,2026-07-23T21:10:00+05:30,credit_card,INR,setl_003098,false,,
pay_000634,ord_000635,9102.00,0.00,0.00,9102.00,2026-07-10T20:39:00+05:30,upi,INR,setl_000638,false,,
pay_006541,ord_006542,5236.00,0.00,0.00,5236.00,2026-07-03T15:06:00+05:30,upi,INR,setl_006543,false,,
pay_006712,ord_006713,47909.00,0.00,0.00,47909.00,2026-07-20T20:38:00+05:30,upi,INR,setl_006714,false,,
pay_000906,ord_000907,1450.00,0.00,0.00,1450.00,2026-07-27T10:47:00+05:30,upi,INR,setl_000910,false,,
pay_003295,ord_003296,389688.00,7793.76,1402.88,380491.36,2026-07-28T21:34:00+05:30,credit_card,INR,setl_003299,false,,
pay_006368,ord_006369,659284.00,13185.68,2373.42,643724.90,2026-07-22T18:16:00+05:30,wallet,INR,setl_006372,false,,
pay_002735,ord_002736,7061.00,0.00,0.00,7061.00,2026-07-25T21:18:00+05:30,upi,INR,setl_002737,false,,
pay_005612,ord_005613,7200.00,0.00,0.00,7200.00,2026-07-03T10:30:00+05:30,upi,INR,setl_005614,false,,
pay_000314,ord_000315,1542.00,38.55,6.94,1496.51,2026-07-30T20:16:00+05:30,amex,INR,setl_000316,false,,
pay_004003,ord_004004,2260.00,20.34,3.66,2236.00,2026-07-15T18:24:00+05:30,debit_card,INR,setl_004006,false,,
pay_001738,ord_001739,4737.00,0.00,0.00,4737.00,2026-07-09T10:50:00+05:30,upi,INR,setl_001740,false,,
pay_002893,ord_002894,157.00,3.14,0.57,153.29,2026-07-01T13:33:00+05:30,wallet,INR,setl_002896,false,,
pay_007344,ord_007345,353443.00,7068.86,1272.39,345101.75,2026-07-17T07:53:00+05:30,credit_card,INR,setl_007346,false,,
pay_000238,ord_000239,574.00,0.00,0.00,574.00,2026-07-16T21:21:00+05:30,upi,INR,setl_000242,false,,
pay_005708,ord_005709,397057.00,7941.14,1429.41,387686.45,2026-07-02T17:33:00+05:30,credit_card,INR,setl_005714,false,,
pay_004877,ord_004878,697729.00,0.00,0.00,697729.00,2026-07-10T12:21:00+05:30,upi,INR,setl_004879,false,,
pay_003317,ord_003318,2706.00,54.12,9.74,2642.14,2026-07-12T15:04:00+05:30,credit_card,INR,setl_003324,false,,
pay_001218,ord_001219,169.00,3.38,0.61,165.01,2026-07-02T17:11:00+05:30,credit_card,INR,setl_001220,false,,
pay_006486,ord_006487,1278.00,0.00,0.00,1278.00,2026-07-30T12:40:00+05:30,upi,INR,setl_006490,false,,
pay_002618,ord_002619,836.00,16.72,3.01,816.27,2026-07-08T18:01:00+05:30,credit_card,INR,setl_002620,false,,
pay_007776,ord_007777,7813.00,148.45,26.72,7637.83,2026-07-28T07:59:00+05:30,netbanking,INR,setl_007778,false,,
pay_003268,ord_003269,725.00,14.50,2.61,707.89,2026-07-14T08:39:00+05:30,credit_card,INR,setl_003272,false,,
pay_002102,ord_002103,57712.00,1096.53,197.38,56418.09,2026-07-23T07:02:00+05:30,netbanking,INR,setl_002104,false,,
pay_000066,ord_000067,832278.00,0.00,0.00,832278.00,2026-07-30T14:46:00+05:30,upi,INR,setl_000068,false,,
pay_006774,ord_006775,6621.00,59.59,10.73,6550.68,2026-07-23T09:48:00+05:30,debit_card,INR,setl_006776,false,,
pay_004801,ord_004802,1279.00,5.12,0.92,1272.96,2026-07-24T15:37:00+05:30,debit_card,INR,setl_004803,false,,
pay_005245,ord_005246,4221.00,84.42,15.20,4121.38,2026-07-08T10:22:00+05:30,credit_card,INR,setl_005247,false,,
pay_006919,ord_006920,591862.00,0.00,0.00,591862.00,2026-07-24T17:45:00+05:30,upi,INR,setl_006921,false,,
pay_000846,ord_000847,35840.02,0.00,0.00,35840.02,2026-07-17T12:21:00+05:30,upi,INR,setl_000848,false,,
pay_001375,ord_001376,464546.00,9290.92,1672.37,453582.71,2026-07-02T22:46:00+05:30,credit_card,INR,setl_001377,false,,
pay_003787,ord_003788,258144.00,0.00,0.00,258144.00,2026-07-08T13:25:00+05:30,upi,INR,setl_003791,false,,
pay_000390,ord_000391,974.00,19.48,3.51,951.01,2026-07-17T15:13:00+05:30,credit_card,INR,setl_000392,false,,
pay_007211,ord_007212,942.00,0.00,0.00,942.00,2026-07-27T08:58:00+05:30,upi,INR,setl_007213,false,,
pay_002611,ord_002612,2521.00,63.03,11.35,2446.62,2026-07-08T11:06:00+05:30,amex,INR,setl_002613,false,,
pay_001940,ord_001941,1427.00,5.71,1.03,1420.26,2026-07-28T10:53:00+05:30,debit_card,INR,setl_001942,false,,
pay_003400,ord_003401,39317.00,786.34,141.54,38389.12,2026-07-31T19:43:00+05:30,credit_card,INR,setl_003404,false,,
pay_006488,ord_006489,72340.00,1374.46,247.40,70718.14,2026-07-30T22:15:00+05:30,netbanking,INR,setl_006490,false,,
pay_005602,ord_005603,638.00,0.00,0.00,638.00,2026-07-03T07:37:00+05:30,upi,INR,setl_005604,false,,
pay_002570,ord_002571,8961.00,0.00,0.00,8961.00,2026-07-17T11:15:00+05:30,rupay_debit,INR,setl_002572,false,,
pay_005111,ord_005112,6398.00,57.58,10.36,6330.06,2026-07-13T09:56:00+05:30,debit_card,INR,setl_005115,false,,
pay_001126,ord_001127,50955.00,0.00,0.00,50955.00,2026-07-20T08:11:00+05:30,upi,INR,setl_001130,false,,
pay_001817,ord_001818,3859.00,77.18,13.89,3767.93,2026-07-06T22:36:00+05:30,wallet,INR,setl_001822,false,,
pay_004601,ord_004602,5637.00,50.73,9.13,5577.14,2026-07-17T12:41:00+05:30,debit_card,INR,setl_004603,false,,
pay_007435,ord_007436,683215.00,0.00,0.00,683215.00,2026-07-21T19:35:00+05:30,upi,INR,setl_007439,false,,
pay_006857,ord_006858,273.00,0.00,0.00,273.00,2026-07-01T19:13:00+05:30,upi,INR,setl_006859,false,,
pay_001773,ord_001774,4263.00,85.26,15.35,4162.39,2026-07-30T08:21:00+05:30,wallet,INR,setl_001779,false,,
pay_004213,ord_004214,3602.00,68.44,12.32,3521.24,2026-07-01T19:49:00+05:30,netbanking,INR,setl_004215,false,,
pay_002058,ord_002059,114438.58,2517.64,391.38,111529.56,2026-07-15T19:50:00+05:30,netbanking,INR,setl_002060,false,,
pay_002652,ord_002653,263.00,0.00,0.00,263.00,2026-07-06T12:32:00+05:30,upi,INR,setl_002658,false,,
pay_004291,ord_004292,540.00,0.00,0.00,540.00,2026-07-09T21:45:00+05:30,upi,INR,setl_004293,false,,
pay_003051,ord_003052,232.00,0.93,0.17,230.90,2026-07-24T13:08:00+05:30,debit_card,INR,setl_003053,false,,
pay_003599,ord_003600,8725.00,174.50,31.41,8519.09,2026-07-07T14:34:00+05:30,credit_card,INR,setl_003603,false,,
pay_003191,ord_003192,9912.00,89.21,16.06,9806.73,2026-07-25T09:35:00+05:30,debit_card,INR,setl_003193,false,,
pay_002298,ord_002299,4978.00,0.00,0.00,4978.00,2026-07-10T20:51:00+05:30,upi,INR,setl_002300,false,,
pay_003152,ord_003153,834.00,16.68,3.00,814.32,2026-07-31T23:45:00Z,wallet,INR,setl_003154,false,,
pay_004122,ord_004123,3210.00,0.00,0.00,3210.00,2026-07-01T15:59:00+05:30,upi,INR,setl_004124,false,,
pay_002198,ord_002199,32295.00,290.66,52.32,31952.02,2026-07-03T18:04:00+05:30,debit_card,INR,setl_002202,false,,
pay_007048,ord_007049,33492.00,669.84,120.57,32701.59,2026-07-14T07:39:00+05:30,wallet,INR,setl_007050,false,,
pay_003674,ord_003675,802123.00,16042.46,2887.64,783192.90,2026-07-08T11:00:00+05:30,wallet,INR,setl_003680,false,,
pay_001474,ord_001475,149562.55,1346.06,242.29,147974.20,2026-07-02T11:13:00+05:30,debit_card,INR,setl_001476,false,,
pay_001098,ord_001099,822829.00,7405.46,1332.98,814090.56,2026-07-17T18:12:00+05:30,debit_card,INR,setl_001100,false,,
pay_005398,ord_005399,567873.00,0.00,0.00,567873.00,2026-07-20T21:11:00+05:30,upi,INR,setl_005400,false,,
pay_004236,ord_004237,6739.00,0.00,0.00,6739.00,2026-07-01T22:22:00+05:30,upi,INR,setl_004240,false,,
pay_004389,ord_004390,1526.00,0.00,0.00,1526.00,2026-07-10T10:43:00+05:30,upi,INR,setl_004395,false,,
pay_000055,ord_000056,29942.00,598.84,107.79,29235.37,2026-07-30T15:26:00+05:30,wallet,INR,setl_000059,false,,
pay_006087,ord_006088,184.00,3.50,0.63,179.87,2026-07-23T22:23:00+05:30,netbanking,INR,setl_006094,false,,
pay_005832,ord_005833,8298.00,165.96,29.87,8102.17,2026-07-29T15:55:00+05:30,credit_card,INR,setl_005834,false,,
pay_007561,ord_007562,724.00,2.90,0.52,720.58,2026-07-13T14:49:00+05:30,debit_card,INR,setl_007563,false,,
pay_007311,ord_007312,7994.00,71.95,12.95,7909.10,2026-07-22T20:46:00+05:30,debit_card,INR,setl_007315,false,,
pay_007089,ord_007090,2628.00,0.00,0.00,2628.00,2026-07-24T08:03:00+05:30,upi,INR,setl_007096,false,,
pay_000719,ord_000720,7137.00,142.74,25.69,6968.57,2026-07-08T16:39:00+05:30,wallet,INR,setl_000723,false,,
pay_001429,ord_001430,8260.00,0.00,0.00,8260.00,2026-07-03T08:18:00+05:30,upi,INR,setl_001433,false,,
pay_006888,ord_006889,125196.27,0.00,0.00,125196.27,2026-07-22T11:02:00+05:30,upi,INR,setl_006890,false,,
pay_004756,ord_004757,6187.00,0.00,0.00,6187.00,2026-07-30T18:04:00+05:30,upi,INR,setl_004762,false,,
pay_007840,ord_007841,34722.00,0.00,0.00,34722.00,2026-07-02T13:12:00+05:30,upi,INR,setl_007842,false,,
pay_006292,ord_006293,349.00,0.00,0.00,349.00,2026-07-31T10:18:00+05:30,upi,INR,setl_006294,false,,
pay_001859,ord_001860,9368.00,187.36,33.72,9146.92,2026-07-11T12:44:00+05:30,credit_card,INR,setl_001861,false,,
pay_002625,ord_002626,67224.00,0.00,0.00,67224.00,2026-07-10T14:14:00+05:30,upi,INR,setl_002629,false,,
pay_003732,ord_003733,2974.00,59.48,10.71,2903.81,2026-07-03T20:01:00+05:30,credit_card,INR,setl_003736,false,,
pay_002034,ord_002035,2824.00,25.42,4.58,2794.00,2026-07-03T10:47:00+05:30,debit_card,INR,setl_002038,false,,
pay_004683,ord_004684,736563.00,13994.70,2519.05,720049.25,2026-07-07T20:29:00+05:30,netbanking,INR,setl_004687,false,,
pay_003382,ord_003383,6976.00,132.54,23.86,6819.60,2026-07-15T19:28:00+05:30,netbanking,INR,setl_003384,false,,
pay_006896,ord_006897,2866.00,57.32,10.32,2798.36,2026-11-05T15:47:00+05:30,credit_card,INR,setl_006898,false,,
pay_001233,ord_001234,534.00,10.68,1.92,521.40,2026-11-05T18:38:00+05:30,credit_card,INR,setl_001235,false,,
pay_003297,ord_003298,4974.00,0.00,0.00,4974.00,2026-07-28T20:17:00+05:30,upi,INR,setl_003299,false,,
pay_002856,ord_002857,911.00,27.33,4.92,878.75,2026-07-27T17:39:00+05:30,international,INR,setl_002858,true,USD,84.5003
pay_002699,ord_002700,9167.00,174.17,31.35,8961.48,2026-07-30T15:38:00+05:30,netbanking,INR,setl_002701,false,,
pay_001764,ord_001765,172.00,3.27,0.59,168.14,2026-07-15T14:54:00+05:30,netbanking,INR,setl_001768,false,,
pay_002768,ord_002769,150.00,3.00,0.54,146.46,2026-07-24T22:45:00+05:30,wallet,INR,setl_002775,false,,
pay_005020,ord_005021,99088.00,0.00,0.00,99088.00,2026-07-16T22:45:00+05:30,upi,INR,setl_005022,false,,
pay_006748,ord_006749,236.00,0.00,0.00,236.00,2026-07-23T18:58:00+05:30,upi,INR,setl_006754,false,,
pay_006275,ord_006276,3891.00,77.82,14.01,3799.17,2026-07-01T17:29:00+05:30,credit_card,INR,setl_006277,false,,
pay_001543,ord_001544,6302.00,119.74,21.55,6160.71,2026-07-01T12:11:00+05:30,netbanking,INR,setl_001545,false,,
pay_004892,ord_004893,78463.00,1490.80,268.34,76703.86,2026-07-08T21:34:00+05:30,netbanking,INR,setl_004896,false,,
pay_003286,ord_003287,23263.00,0.00,0.00,23263.00,2026-07-14T12:01:00+05:30,upi,INR,setl_003290,false,,
pay_000267,ord_000268,5805.00,145.13,26.12,5633.75,2026-07-07T17:12:00+05:30,amex,INR,setl_000271,false,,
pay_005109,ord_005110,122.00,0.49,0.09,121.42,2026-07-13T22:18:00+05:30,debit_card,INR,setl_005115,false,,
pay_000465,ord_000466,247138.00,2224.24,400.36,244513.40,2026-07-21T12:36:00+05:30,debit_card,INR,setl_000471,false,,
pay_003158,ord_003159,158583.33,3171.67,570.90,154840.76,2026-07-06T15:43:00+05:30,wallet,INR,setl_003162,false,,
pay_004582,ord_004583,7494.00,0.00,0.00,7494.00,2026-07-02T18:34:00+05:30,upi,INR,setl_004584,false,,
pay_002226,ord_002227,540739.00,10274.04,1849.33,528615.63,2026-07-07T20:05:00+05:30,netbanking,INR,setl_002228,false,,
pay_000859,ord_000860,34605.00,0.00,0.00,34605.00,2026-07-11T13:16:00+05:30,upi,INR,setl_000861,false,,
pay_003633,ord_003634,196.00,4.90,0.88,190.22,2026-07-24T14:50:00+05:30,emi,INR,setl_003635,false,,
pay_002524,ord_002525,10272.00,0.00,0.00,10272.00,2026-07-09T11:11:00+05:30,upi,INR,setl_002526,false,,
pay_005797,ord_005798,862.00,3.45,0.62,857.93,2026-11-05T20:47:00+05:30,debit_card,INR,setl_005799,false,,
pay_001986,ord_001987,9577.00,239.43,43.10,9294.47,2026-07-03T08:17:00+05:30,amex,INR,setl_001990,false,,
pay_001836,ord_001837,602.00,11.44,2.06,588.50,2026-07-10T21:29:00+05:30,netbanking,INR,setl_001838,false,,
pay_003764,ord_003765,7955.00,151.15,27.21,7776.64,2026-07-31T17:52:00+05:30,netbanking,INR,setl_003768,false,,
pay_002891,ord_002892,99667.00,0.00,0.00,99667.00,2026-07-01T20:28:00+05:30,upi,INR,setl_002896,false,,
pay_005963,ord_005964,65346.00,0.00,0.00,65346.00,2026-07-17T16:38:00+05:30,upi,INR,setl_005965,false,,
pay_006910,ord_006911,57324.00,1146.48,206.37,55971.15,2026-07-30T16:09:00+05:30,wallet,INR,setl_006912,false,,
pay_006611,ord_006612,63231.00,1896.93,341.45,60992.62,2026-07-04T07:43:00+05:30,international,INR,setl_006613,true,USD,82.2162
pay_004414,ord_004415,9528.00,190.56,34.30,9303.14,2026-07-29T12:38:00+05:30,credit_card,INR,setl_004416,false,,
pay_002485,ord_002486,489.00,9.78,1.76,477.46,2026-07-13T10:52:00+05:30,credit_card,INR,setl_002489,false,,
pay_003070,ord_003071,5434.00,0.00,0.00,5434.00,2026-07-06T19:09:00+05:30,upi,INR,setl_003072,false,,
pay_007502,ord_007503,863.00,3.45,0.62,858.93,2026-07-12T16:43:00+05:30,debit_card,INR,setl_007505,false,,
pay_004343,ord_004344,68018.00,612.16,110.19,67295.65,2026-07-13T08:56:00+05:30,debit_card,INR,setl_004345,false,,
pay_006548,ord_006549,370039.00,0.00,0.00,370039.00,2026-07-29T09:20:00+05:30,upi,INR,setl_006550,false,,
pay_000943,ord_000944,5630.00,50.67,9.12,5570.21,2026-07-07T08:24:00+05:30,debit_card,INR,setl_000945,false,,
pay_000403,ord_000404,8895.00,177.90,32.02,8685.08,2026-07-17T14:25:00+05:30,wallet,INR,setl_000405,false,,
pay_000486,ord_000487,419.00,10.48,1.89,406.63,2026-07-15T10:56:00+05:30,amex,INR,setl_000490,false,,
pay_000191,ord_000192,682.00,12.96,2.33,666.71,2026-07-07T20:18:00+05:30,netbanking,INR,setl_000193,false,,
pay_001420,ord_001421,2673.00,50.79,9.14,2613.07,2026-07-24T22:17:00+05:30,netbanking,INR,setl_001424,false,,
pay_006847,ord_006848,930.00,0.00,0.00,930.00,2026-07-23T16:34:00+05:30,upi,INR,setl_006849,false,,
pay_007545,ord_007546,5220.00,130.50,23.49,5066.01,2026-07-01T17:38:00+05:30,amex,INR,setl_007547,false,,
pay_001606,ord_001607,696.00,2.78,0.50,692.72,2026-07-07T22:18:00+05:30,debit_card,INR,setl_001608,false,,
pay_005478,ord_005479,102.00,2.04,0.37,99.59,2026-07-10T21:51:00+05:30,credit_card,INR,setl_005480,false,,
pay_004296,ord_004297,2376.00,21.38,3.85,2350.77,2026-07-06T09:36:00+05:30,debit_card,INR,setl_004302,false,,
pay_004238,ord_004239,128.00,0.51,0.09,127.40,2026-07-01T11:05:00+05:30,debit_card,INR,setl_004240,false,,
pay_001697,ord_001698,308.00,0.00,0.00,308.00,2026-07-27T19:47:00+05:30,upi,INR,setl_001701,false,,
pay_002449,ord_002450,59440.00,1188.80,213.98,58037.22,2026-07-06T10:14:00+05:30,wallet,INR,setl_002453,false,,
pay_002585,ord_002586,49271.00,0.00,0.00,49271.00,2026-07-17T22:05:00+05:30,upi,INR,setl_002587,false,,
pay_002813,ord_002814,658.00,0.00,0.00,658.00,2026-07-28T13:04:00+05:30,upi,INR,setl_002820,false,,
pay_005924,ord_005925,186423.08,4082.66,637.57,181702.85,2026-07-10T14:47:00+05:30,netbanking,INR,setl_005926,false,,
pay_006926,ord_006927,8828.00,79.45,14.30,8734.25,2026-07-21T10:32:00+05:30,debit_card,INR,setl_006930,false,,
pay_000456,ord_000457,3916.00,78.32,14.10,3823.58,2026-07-22T20:58:00+05:30,credit_card,INR,setl_000458,false,,
pay_004474,ord_004475,727152.00,14543.04,2617.75,709991.21,2026-07-10T13:13:00+05:30,wallet,INR,setl_004476,false,,
pay_004321,ord_004322,4252.00,0.00,0.00,4252.00,2026-07-30T22:57:00+05:30,upi,INR,setl_004323,false,,
pay_006215,ord_006216,6950.00,132.05,23.77,6794.18,2026-07-07T19:54:00+05:30,netbanking,INR,setl_006219,false,,
pay_004439,ord_004440,5116.00,127.90,23.02,4965.08,2026-07-17T13:41:00+05:30,emi,INR,setl_004443,false,,
pay_001815,ord_001816,536.00,0.00,0.00,536.00,2026-07-06T07:08:00+05:30,upi,INR,setl_001822,false,,
pay_005580,ord_005581,5359.00,101.82,18.33,5238.85,2026-07-31T07:37:00+05:30,netbanking,INR,setl_005586,false,,
pay_005789,ord_005790,80452.00,0.00,0.00,80452.00,2026-07-15T07:20:00+05:30,upi,INR,setl_005791,false,,
pay_004183,ord_004184,938.00,0.00,0.00,938.00,2026-07-16T13:22:00+05:30,upi,INR,setl_004185,false,,
pay_007080,ord_007081,91396.00,0.00,0.00,91396.00,2026-07-07T20:22:00+05:30,upi,INR,setl_007084,false,,
pay_004797,ord_004798,8455.00,76.10,13.70,8365.20,2026-07-24T18:50:00+05:30,debit_card,INR,setl_004799,false,,
pay_002723,ord_002724,9085.00,0.00,0.00,9085.00,2026-07-25T18:37:00+05:30,upi,INR,setl_002725,false,,
pay_004530,ord_004531,238.00,0.00,0.00,238.00,2026-07-19T14:40:00+05:30,upi,INR,setl_004532,false,,
pay_000340,ord_000341,5381.00,0.00,0.00,5381.00,2026-07-17T11:20:00+05:30,upi,INR,setl_000343,false,,
pay_004770,ord_004771,5053.00,96.01,17.28,4939.71,2026-07-06T07:12:00+05:30,netbanking,INR,setl_004775,false,,
pay_006344,ord_006345,380.00,7.22,1.30,371.48,2026-07-30T11:56:00+05:30,netbanking,INR,setl_006346,false,,
pay_005779,ord_005780,3041.00,0.00,0.00,3041.00,2026-07-04T11:41:00+05:30,upi,INR,setl_005781,false,,
pay_001266,ord_001267,36555.00,0.00,0.00,36555.00,2026-07-13T10:17:00+05:30,upi,INR,setl_001268,false,,
pay_003601,ord_003602,3525.00,31.73,5.71,3487.56,2026-07-07T13:13:00+05:30,debit_card,INR,setl_003603,false,,
pay_002795,ord_002796,9228.00,184.56,33.22,9010.22,2026-07-29T08:33:00+05:30,credit_card,INR,setl_002797,false,,
pay_003676,ord_003677,489.00,0.00,0.00,489.00,2026-07-08T20:57:00+05:30,upi,INR,setl_003680,false,,
pay_004379,ord_004380,253.00,5.06,0.91,247.03,2026-07-03T17:54:00+05:30,wallet,INR,setl_004383,false,,
pay_004139,ord_004140,6670.00,166.75,30.02,6473.23,2026-07-29T18:12:00+05:30,emi,INR,setl_004141,false,,
pay_005534,ord_005535,679.00,13.58,2.44,662.98,2026-07-17T12:54:00+05:30,credit_card,INR,setl_005537,false,,
pay_003508,ord_003509,2981.00,26.83,4.83,2949.34,2026-07-22T16:22:00+05:30,debit_card,INR,setl_003512,false,,
pay_007387,ord_007388,88992.00,1690.85,304.35,86996.80,2026-07-25T15:43:00+05:30,netbanking,INR,setl_007391,false,,
pay_005357,ord_005358,428.00,8.13,1.46,418.41,2026-07-22T15:22:00+05:30,netbanking,INR,setl_005361,false,,
pay_002923,ord_002924,9282.00,83.54,15.04,9183.42,2026-07-30T16:02:00+05:30,debit_card,INR,setl_002925,false,,
pay_006392,ord_006393,5604.00,140.10,25.22,5438.68,2026-07-09T19:01:00+05:30,emi,INR,setl_006394,false,,
pay_002100,ord_002101,323.00,0.00,0.00,323.00,2026-07-23T08:15:00+05:30,upi,INR,setl_002104,false,,
pay_006752,ord_006753,4456.00,84.66,15.24,4356.10,2026-07-23T22:27:00+05:30,netbanking,INR,setl_006754,false,,
pay_001392,ord_001393,839.00,15.94,2.87,820.19,2026-07-13T08:37:00+05:30,netbanking,INR,setl_001396,false,,
pay_006351,ord_006352,45168.00,0.00,0.00,45168.00,2026-07-06T12:39:00+05:30,upi,INR,setl_006355,false,,
pay_005993,ord_005994,93922.00,2348.05,422.65,91151.30,2026-07-31T17:11:00+05:30,amex,INR,setl_005997,false,,
pay_002399,ord_002400,4895.00,44.06,7.93,4843.01,2026-07-06T20:33:00+05:30,debit_card,INR,setl_002401,false,,
pay_004731,ord_004732,900.00,22.50,4.05,873.45,2026-07-08T10:59:00+05:30,emi,INR,setl_004736,false,,
pay_006495,ord_006496,14194.00,0.00,0.00,14194.00,2026-07-30T09:55:00+05:30,upi,INR,setl_006497,false,,
pay_007597,ord_007598,1757.00,35.14,6.33,1715.53,2026-07-21T19:06:00+05:30,credit_card,INR,setl_007604,false,,
pay_003559,ord_003560,250258.00,0.00,0.00,250258.00,2026-07-23T18:59:00+05:30,upi,INR,setl_003561,false,,
pay_005202,ord_005203,1047.00,20.94,3.77,1022.29,2026-07-06T22:09:00+05:30,credit_card,INR,setl_005204,false,,
pay_001457,ord_001458,389824.00,7796.48,1403.37,380624.15,2026-07-02T21:50:00+05:30,wallet,INR,setl_001464,false,,
pay_001380,ord_001381,9246.00,0.00,0.00,9246.00,2026-07-02T09:46:00+05:30,upi,INR,setl_001382,false,,
pay_006022,ord_006023,9748.00,0.00,0.00,9748.00,2026-07-29T15:19:00+05:30,upi,INR,setl_006024,false,,
pay_001537,ord_001538,6360.00,0.00,0.00,6360.00,2026-07-21T16:53:00+05:30,upi,INR,setl_001539,false,,
pay_005995,ord_005996,1223.00,24.46,4.40,1194.14,2026-07-31T07:19:00+05:30,wallet,INR,setl_005997,false,,
pay_002931,ord_002932,458.00,11.45,2.06,444.49,2026-07-04T10:44:00+05:30,amex,INR,setl_002933,false,,
pay_000338,ord_000339,936.00,18.72,3.37,913.91,2026-07-17T17:24:00+05:30,wallet,INR,setl_000343,false,,
pay_002316,ord_002317,788.00,3.15,0.57,784.28,2026-07-23T07:06:00+05:30,debit_card,INR,setl_002318,false,,
pay_003085,ord_003086,20778.00,415.56,74.80,20287.64,2026-07-10T07:23:00+05:30,wallet,INR,setl_003087,false,,
pay_004264,ord_004265,395663.00,7517.60,1353.17,386792.23,2026-07-15T15:52:00+05:30,netbanking,INR,setl_004266,false,,
pay_003773,ord_003774,8693.00,165.17,29.73,8498.10,2026-07-06T07:14:00+05:30,netbanking,INR,setl_003779,false,,
pay_005938,ord_005939,222.00,0.00,0.00,222.00,2026-07-26T15:23:00+05:30,upi,INR,setl_005940,false,,
pay_000821,ord_000822,187.00,0.00,0.00,187.00,2026-07-10T10:16:00+05:30,upi,INR,setl_000827,false,,
pay_002753,ord_002754,2491.00,0.00,0.00,2491.00,2026-07-08T15:20:00+05:30,upi,INR,setl_002757,false,,
pay_007062,ord_007063,406.00,0.00,0.00,406.00,2026-07-15T20:13:00+05:30,upi,INR,setl_007064,false,,
pay_006266,ord_006267,63731.00,0.00,0.00,63731.00,2026-07-01T11:32:00+05:30,upi,INR,setl_006270,false,,
pay_001592,ord_001593,64412.12,0.00,0.00,64412.12,2026-07-15T09:12:00+05:30,upi,INR,setl_001594,false,,
pay_002064,ord_002065,9622.00,182.82,32.91,9406.27,2026-07-23T10:04:00+05:30,netbanking,INR,setl_002071,false,,
pay_006190,ord_006191,8347.00,250.41,45.07,8051.52,2026-07-14T13:59:00+05:30,international,INR,setl_006192,true,USD,83.3846
pay_006298,ord_006299,3539.00,0.00,0.00,3539.00,2026-07-13T07:42:00+05:30,upi,INR,setl_006300,false,,
pay_002349,ord_002350,481.00,9.14,1.65,470.21,2026-07-21T22:04:00+05:30,netbanking,INR,setl_002353,false,,
pay_002772,ord_002773,626.00,12.52,2.25,611.23,2026-07-24T18:10:00+05:30,credit_card,INR,setl_002775,false,,
pay_004488,ord_004489,8342.00,250.26,45.05,8046.69,2026-07-22T13:25:00+05:30,international,INR,setl_004490,true,USD,83.8583
pay_004542,ord_004543,1959.00,7.84,1.41,1949.75,2026-07-15T11:17:00+05:30,debit_card,INR,setl_004544,false,,
pay_000882,ord_000883,756367.00,0.00,0.00,756367.00,2026-07-14T07:53:00+05:30,upi,INR,setl_000889,false,,
pay_005864,ord_005865,74724.00,1868.10,336.26,72519.64,2026-07-30T10:11:00+05:30,amex,INR,setl_005868,false,,
pay_002601,ord_002602,8691.00,173.82,31.29,8485.89,2026-07-08T10:48:00+05:30,credit_card,INR,setl_002603,false,,
pay_001431,ord_001432,961.00,0.00,0.00,961.00,2026-07-03T09:56:00+05:30,upi,INR,setl_001433,false,,
pay_002556,ord_002557,6114.00,122.28,22.01,5969.71,2026-07-12T08:46:00+05:30,credit_card,INR,setl_002558,false,,
